id,author,thumbsup,text,# of replies,replies
UgyqPiVPVIgQQfZ0kTN4AaABAg,Jakub Tytus,1,My biggest issue with listening to SP as Catholic person is that I was told that we go to heaven after not during life.,0,[]
Ugz9GsWG7ZiC-8grgRp4AaABAg,Shaloi Duncan,1,Talk about Trinity for real! That church feel at the end! 🔥🔥🔥 amazing guys!,0,[]
UgzU3hsHgZM9wCnujct4AaABAg,Cesley Barnes,0,THEY BETTER SHOUT!,0,[]
UgxeQy0PIzLVFqPkD414AaABAg,Omnomnious,0,I will never get over how much I fucking love this band.,0,[]
Ugx6sxXmOuKTKDKzYSd4AaABAg,Volodialw,0,"Очень круто!  Каждый раз поражаюсь их умению использовать разнообразие звучаний и найти каждому свое место. И все музыканты на одном вайбе, на одном дыхании.",0,[]
UgyN5R4h29h2wPRLYQp4AaABAg,Davi Quixito Official,0,Ohhhhh my God they backk 🫶🏿🫶🏿🫶🏿🫶🏿🤌🏿🤌🏿🦻🏿🦻🏿🦻🏿🦻🏿🦻🏿🦻🏿🦻🏿❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ they same chills 🥹🥹🥹,0,[]
UgypEERJ1OtCG0qZoHV4AaABAg,codemasterz,0,"This has a noir feeling to id, I almost see it in a movie like sin city. Good stuff.",0,[]
Ugzt3Xg4aO9MXQfsus54AaABAg,CapFlipGaming,2,This might be one of the best recordings of all time. It's all so perfectly balanced. I've tried 3 different headphones and 2 speaker setups. Sounds good in cars too. It's very impressive!,0,[]
UgygKHb8Xj2e6bnzItt4AaABAg,Didi,4,🔥🔥🔥🙌🏾👑🙌🏾 I still miss Cory Henry’s presence on their projects. Shawn is dope though!! 🏆🙌🏾👑🙌🏾🏆 shouts to all of these guys keepin Jazz alive,0,[]
UgxlksM1XrsM-_L5s294AaABAg,Michael Obaseki,0,The degree of difficulty to engineer all these instruments well is equivalent to rocket science.,0,[]
Ugykot93M39y2wWN4Ud4AaABAg,Bram Weinreder,31,Someone PLEASE make a ten hour version of that brilliant encore!,2,"['Put it on loop🙂', 'Yes!']"
UgxBq2zNHxDJ9icnqPZ4AaABAg,Mythix Music,0,that moog lead reminds me so much of Ronald Jenkees. What a cool sound! Loved this,0,[]
UgzqPvKwEjKp639kJhN4AaABAg,mark prater,0,"I've been a big fan of Mark Letterie's solo stuff for years. His music is undoubtedly challenging and extremely funky.
What I found, though, was that most of the stuff I like has insane rhythm and drive, it doesn't have much on top in terms of equally interesting melodies.
Well, Dayum.
This track has all that!
I now see the difference between his solo stuff and his Snarky stuff; the horns are smokin' and his licks over the top add the cherry.
In my top 5 of Snarky tracks.
One of the few songs I've ever heard (and that's 60 years of hearing) that continues to gain momentum through to the last note...",0,[]
UgxAnSruadYifIQ65rZ4AaABAg,Trent B,0,"My heart was screaming for Larnell to go off somewhere around the 6 minute mark.

So good. By far the snarkiest of puppies; Stank/10.",0,[]
Ugz_EadEe8ED6hWvjql4AaABAg,SuperLuckyCat7,0,Simply put; Amazing❣️🤩✨,0,[]
UgyT-WAPzghsVFFrHi54AaABAg,HM55,0,i wonder how the economics of this band works,0,[]
UgwEDgXEhRH4slSqkox4AaABAg,CSI SALES BASICS,0,Great ensemble of talent. Starts off with a very prog like feel and morphs into Earth Wind and Fire. Awesome,0,[]
UgwPgxghfTr60sUSWdR4AaABAg,Cori Caat,0,"Y'all allergic to women? If you need any volunteers for the next session, here I am.",0,[]
Ugx5MzOeajKpKTp3f794AaABAg,deloreanized,0,If Mike Oldfield & Frank Zappa had a nephew and called him Al Jarreau IV,0,[]
Ugwgt2NHeyGjpcgfiOl4AaABAg,Ahadu Chase Music,1,Is Shaun ok? Why did he scream lol??,0,[]
UgxXIovg7BaQT9AvHSt4AaABAg,Keith Sargent,1,Yo they was tryna go to church at the end of that thang tho,0,[]
UgzcFHJdAMT-P4VdiBp4AaABAg,Spiritual Healing,0,🔥🔥🔥,0,[]
UgzEAguz7YhEd_XmLth4AaABAg,Joo Ei,1,I wish i could go back 40 years to practice in order to jam with these cats today.,0,[]
UgzOb_lcHXXUF4299q14AaABAg,Joo Ei,4,Shaun vibing on that moog solo is so heart warming.,0,[]
Ugz17FQ4PN17zaO3nNB4AaABAg,Adam Bradley,1,This is the best thing ever.,0,[]
Ugy1XWn6TL2jtq1hjJZ4AaABAg,Axel-Mathieu N'Gouin-Claih,0,Is there a way to like that song 10 times ???,0,[]
UgynUKCJVIXn0Wvq5Dp4AaABAg,Carlo Raciti,0,Amazing,0,[]
UgxNhI1A9JEFqCTY6o14AaABAg,Justan Olfrend,0,❤️,0,[]
UgwLKzHEc5xHcZip6Gp4AaABAg,M Fitz,0,The largest collection of Minimoog's in one room since Rick Wakeman's Yes rig from the mid-70's.,0,[]
UgyDdy_9P93tZ3v4CQR4AaABAg,Chris M.,3,6:31 incredible solo. What a groove.,0,[]
Ugw2N-SqOyxIZLluItV4AaABAg,Eugenio Arteaga,0,Ohh daaaamn. This is the best I've listened to,0,[]
UgwQPgfy43Pzzn3XvpN4AaABAg,andTutin,1,11:30 the hell was that,0,[]
Ugyv8HlUlWz7W1JDOg14AaABAg,kelly tutstone,0,😳😨😲🥶,0,[]
UgxkM80T69Ha1WNv-Oh4AaABAg,Tone Tone,0,I had to come back again. This thang is Hall Of Fame worthy!!! Esquisite!! 🎼🎼🎼🎼,0,[]
UgyqRQA9ZYrcRlud0k54AaABAg,Tone Tone,0,The best Snarky Ever! Dam so fonky!,0,[]
UgwWaL_LHodC90YOvVh4AaABAg,Clyde Kaila,0,More content please 🙏🏾 😭,0,[]
UgzaRwSSjs8_sk7DTN14AaABAg,Tarsis Araujo,1,"Que coisa mais maravilhosa!!! 
Isso é de Deus ❤❤❤❤❤❤❤❤❤❤❤❤❤❤",0,[]
UgzlWrIZPO-pBBTPjdx4AaABAg,Ariel A Morales,0,"When you feel it, you feel it. Go on!",0,[]
Ugyx9ryTfSyakNGUWTl4AaABAg,Ionic457,0,What's with everyone wearing hedphones?,1,"[""Hearing the small things happening all over the room no matter where you're sitting instead of having all drums or all hornline or all guitars.""]"
UgxxFRnG9lMoccnyrpJ4AaABAg,Bo Cogz,0,"If anyone ever asks you to give them an example of music that has the perfect groove, don't try to explain, just play them this, they will then know!
I've listened to this many times over and can say quite confidently that it's one of greatest pieces of music I've ever heard, mind-blowingly brilliant!",0,[]
Ugwo6YFeKlqpihg1a2l4AaABAg,Ifektive producer,0,"How many drums/percussions
Snarky puppy: yessss",0,[]
UgyvRawl314l-tRGMol4AaABAg,Uncle Steven T.V.,0,hahahahahaa COULDNT LET IT GO,0,[]
UgyHOtf6B10TNQo7Tt94AaABAg,Uncle Steven T.V.,0,hahahahahaa COULDNT LET IT GO,0,[]
